school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,schoolsup,famsup,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,failures_P,failures_M,paid_P,paid_M,absences_P,absences_M,P1,M1,P2,M2,P3,M3
GP,M,15,U,GT3,T,2,2,services,services,home,father,1,4,no,yes,yes,yes,yes,yes,no,5,5,4,1,2,5,0,0,no,yes,6,6,14,16,13,14,13,15
GP,F,16,U,LE3,T,2,4,other,health,course,father,2,2,no,yes,yes,yes,yes,yes,yes,4,2,2,1,2,5,0,0,no,yes,2,2,14,13,12,13,13,13
GP,M,16,U,GT3,T,4,4,health,other,course,mother,1,1,no,yes,yes,yes,yes,yes,no,3,4,4,1,4,5,0,0,no,no,4,18,12,14,13,11,13,13
GP,F,16,U,GT3,T,2,2,other,other,home,mother,1,2,no,no,no,yes,yes,yes,yes,5,4,4,1,1,5,0,0,no,yes,0,0,12,8,11,7,11,8
GP,M,15,U,GT3,T,3,4,services,services,home,father,1,1,yes,no,no,yes,yes,yes,no,5,5,5,3,2,5,0,0,no,no,2,0,9,13,9,13,9,12
GP,F,15,U,LE3,A,3,4,other,other,home,mother,1,2,yes,no,yes,yes,yes,yes,yes,5,3,2,1,1,1,0,0,no,no,0,0,10,7,11,10,11,11
GP,F,19,U,GT3,T,0,1,at_home,other,course,other,1,2,no,yes,no,no,no,no,no,3,4,2,1,1,5,2,3,no,no,0,2,9,7,10,8,11,9
GP,M,16,R,GT3,T,4,4,teacher,teacher,course,mother,1,1,no,no,yes,yes,yes,yes,no,3,5,5,2,5,4,0,0,no,yes,8,8,14,18,14,18,15,18
GP,F,15,R,GT3,T,3,4,services,teacher,course,father,2,3,no,yes,no,yes,yes,yes,yes,4,2,2,2,2,5,0,2,no,no,0,0,10,12,11,0,12,0
GP,F,15,U,GT3,T,1,1,at_home,other,course,mother,3,1,no,yes,yes,no,yes,yes,yes,4,3,3,1,2,4,0,0,no,no,6,0,11,8,12,0,13,0
GP,F,17,U,LE3,T,2,2,other,other,course,father,1,1,no,yes,no,yes,yes,yes,yes,3,4,4,1,3,5,0,0,no,no,2,12,13,10,12,13,12,12
GP,F,16,U,GT3,A,3,4,services,other,course,father,1,1,no,no,no,yes,yes,yes,no,3,2,1,1,4,5,0,0,no,no,12,16,15,12,13,11,14,11
GP,M,15,R,GT3,T,3,4,at_home,teacher,course,mother,4,2,no,yes,no,yes,yes,no,yes,5,3,3,1,1,5,0,0,no,no,2,0,12,9,11,0,11,0
GP,F,15,U,GT3,T,4,4,services,at_home,course,mother,1,3,no,yes,yes,yes,yes,yes,yes,4,3,3,1,1,5,0,0,no,no,4,0,13,11,14,0,15,0
GP,M,17,R,GT3,T,3,4,at_home,other,course,mother,3,2,no,no,no,yes,yes,no,no,5,4,5,2,4,5,0,0,no,no,2,0,10,10,9,0,10,0
GP,F,16,U,GT3,A,3,3,other,other,course,other,2,1,no,yes,yes,no,yes,yes,yes,4,3,2,1,1,5,0,2,no,no,4,0,9,4,9,0,10,0
GP,M,16,U,LE3,T,1,1,services,other,course,mother,1,2,no,no,no,yes,yes,no,yes,4,4,4,1,3,5,2,1,no,no,0,0,10,14,10,12,10,12
GP,F,15,U,GT3,T,4,4,teacher,teacher,course,mother,2,1,no,no,yes,yes,yes,yes,no,4,3,2,1,1,5,0,0,no,no,6,0,13,16,14,16,14,15
GP,M,15,U,GT3,T,4,3,teacher,services,course,father,2,4,yes,yes,no,yes,yes,yes,no,2,2,2,1,1,3,0,0,no,no,6,0,9,7,11,9,11,0
GP,M,16,U,LE3,T,2,2,services,services,reputation,father,2,1,no,yes,yes,yes,yes,yes,no,2,3,3,2,2,2,0,2,no,no,4,8,12,9,11,9,11,9
GP,F,15,U,GT3,T,4,4,teacher,services,course,mother,1,3,no,yes,yes,yes,yes,yes,no,4,2,2,1,1,5,0,0,no,yes,2,2,13,9,13,11,13,11
GP,F,16,U,LE3,T,1,1,at_home,at_home,course,mother,1,1,no,no,no,yes,yes,yes,no,3,4,4,3,3,1,0,0,no,no,4,2,10,14,11,14,11,13
GP,M,17,U,GT3,T,2,1,other,other,home,mother,1,1,no,yes,no,yes,yes,yes,no,5,4,5,1,2,5,0,3,no,no,22,0,9,5,7,0,6,0
GP,F,15,U,GT3,T,1,1,other,services,course,father,1,2,no,yes,no,yes,yes,yes,no,4,4,2,1,2,5,0,0,no,yes,0,0,12,8,12,11,12,11
GP,F,15,U,GT3,T,3,2,health,services,home,father,1,2,no,yes,no,yes,yes,yes,no,3,3,2,1,1,3,1,3,no,no,2,0,11,6,11,7,11,0
GP,F,15,U,GT3,T,1,2,at_home,other,course,mother,1,2,no,yes,no,no,yes,yes,no,4,3,2,1,1,5,0,0,no,yes,6,2,13,10,12,11,13,11
GP,M,16,U,GT3,T,4,4,teacher,teacher,course,mother,1,1,no,yes,no,yes,no,yes,yes,3,3,2,2,1,5,0,0,no,no,16,0,9,7,9,6,8,0
GP,M,15,U,LE3,A,2,1,services,other,course,mother,4,1,no,no,no,yes,yes,yes,no,4,5,5,2,5,5,0,3,no,no,0,0,12,8,11,9,11,10
GP,M,18,U,LE3,T,1,1,other,other,course,mother,1,1,no,no,no,yes,no,yes,yes,2,3,5,2,5,4,2,3,no,no,0,0,11,6,9,5,0,0
GP,M,16,U,LE3,T,2,1,at_home,other,course,mother,1,1,no,no,yes,yes,yes,no,yes,4,4,4,3,5,5,1,1,no,no,6,6,9,12,10,13,10,14
GP,F,15,R,GT3,T,3,3,services,services,reputation,other,2,3,no,yes,yes,yes,yes,yes,yes,4,2,1,2,3,3,0,2,yes,yes,2,8,13,10,13,10,13,10
GP,M,19,U,GT3,T,3,2,services,at_home,home,mother,1,1,no,yes,no,yes,no,yes,yes,4,5,4,1,1,4,0,3,no,no,6,0,11,5,9,0,11,0
GP,F,17,U,GT3,T,4,4,other,teacher,course,mother,1,1,yes,yes,no,yes,yes,no,yes,4,2,1,1,1,4,0,0,no,no,0,0,13,11,13,11,13,12
GP,M,15,R,GT3,T,2,3,at_home,services,course,mother,1,2,yes,no,yes,yes,yes,no,no,4,4,4,1,1,1,0,0,yes,yes,0,2,7,11,8,8,8,8
GP,M,17,R,LE3,T,1,2,other,other,reputation,mother,1,1,no,no,no,yes,yes,no,no,2,2,2,3,3,5,3,0,no,no,14,8,9,16,8,12,10,13
GP,F,18,R,GT3,T,1,1,at_home,other,course,mother,3,1,no,yes,yes,no,yes,no,no,5,2,5,1,5,4,3,3,no,no,6,6,11,9,10,8,11,10
GP,M,16,R,GT3,T,2,2,at_home,other,course,mother,3,1,no,no,no,no,yes,no,no,4,2,2,1,2,3,0,0,no,no,4,2,12,17,10,15,11,15
GP,M,16,U,GT3,T,3,3,other,services,course,father,1,2,no,yes,no,yes,yes,yes,yes,4,5,5,4,4,5,1,1,no,yes,0,4,10,10,10,12,1,12
GP,M,17,R,LE3,T,2,1,at_home,other,course,mother,2,1,no,no,yes,yes,no,yes,yes,3,3,2,2,2,5,1,2,yes,no,8,0,8,7,8,6,9,0
GP,M,17,R,LE3,T,1,1,other,services,course,mother,4,2,no,no,yes,yes,no,no,yes,5,3,5,1,5,5,0,3,no,no,0,0,8,5,8,8,8,7
GP,M,16,U,GT3,T,2,2,other,other,course,father,1,2,no,no,no,yes,no,yes,no,4,3,5,2,4,4,0,0,no,no,0,4,9,10,10,10,11,10
GP,F,16,U,GT3,T,4,2,health,services,home,father,1,2,no,no,no,yes,yes,yes,yes,4,2,3,1,1,3,0,0,no,yes,0,0,17,14,17,15,18,16
GP,F,16,U,GT3,T,2,2,other,other,home,mother,1,2,no,yes,no,no,yes,yes,no,5,1,5,1,1,4,0,0,no,yes,0,0,12,6,12,7,13,0
GP,F,16,U,GT3,T,4,4,health,health,reputation,mother,1,2,no,yes,no,yes,yes,yes,yes,4,4,2,1,1,3,0,0,no,yes,0,0,16,14,16,14,17,14
GP,M,16,U,GT3,T,3,4,other,other,course,father,3,1,no,yes,yes,no,yes,yes,no,3,4,5,2,4,2,1,2,no,no,4,0,9,6,9,5,10,0
GP,M,16,U,GT3,T,1,0,other,other,reputation,mother,2,2,no,yes,yes,yes,yes,yes,yes,4,3,2,1,1,3,0,0,no,yes,0,2,16,13,17,15,18,16
GP,M,17,U,LE3,T,4,4,teacher,other,reputation,mother,1,2,no,yes,yes,yes,yes,yes,no,4,4,4,1,3,5,0,0,no,yes,0,0,11,13,9,11,10,10
GP,F,16,U,GT3,T,1,3,at_home,services,home,mother,1,2,no,no,yes,no,yes,yes,yes,4,3,5,1,1,3,0,3,no,no,0,0,14,8,13,7,13,0
GP,F,16,U,LE3,T,3,3,other,other,reputation,mother,2,2,no,yes,yes,yes,yes,yes,no,4,4,5,1,1,4,0,0,no,yes,0,4,14,10,14,11,15,9
GP,M,17,U,LE3,T,4,3,teacher,other,course,mother,2,2,no,no,yes,yes,yes,yes,no,4,4,4,4,4,4,0,0,no,yes,0,4,10,10,11,9,11,9
GP,F,16,U,GT3,T,2,2,services,other,reputation,mother,2,2,no,no,yes,no,yes,yes,no,3,4,4,1,4,5,0,0,no,yes,0,2,13,13,12,13,14,11
GP,M,17,U,GT3,T,3,3,other,other,reputation,father,1,2,no,no,yes,no,yes,yes,no,4,3,4,1,4,4,0,0,no,no,4,4,11,6,9,5,10,6
GP,M,16,R,GT3,T,4,2,teacher,services,other,mother,1,1,no,yes,yes,yes,yes,yes,yes,4,3,3,3,4,3,0,0,no,no,8,10,10,10,9,8,11,9
GP,M,17,U,GT3,T,4,3,other,other,course,mother,1,2,no,yes,yes,yes,yes,yes,yes,5,2,3,1,1,2,0,0,yes,no,4,4,11,10,11,10,13,11
GP,M,16,U,GT3,T,4,3,teacher,other,home,mother,1,2,no,yes,yes,yes,yes,yes,no,3,4,3,2,3,3,0,0,yes,yes,4,10,11,9,10,8,11,8
GP,M,16,U,GT3,T,3,3,services,other,home,mother,1,2,no,no,yes,yes,yes,yes,yes,4,2,3,1,2,3,0,0,no,yes,0,2,11,12,12,13,13,12
GP,F,17,U,GT3,T,2,4,services,services,reputation,father,1,2,no,yes,yes,yes,yes,no,no,5,4,2,2,3,5,0,0,no,no,0,0,17,16,18,17,17,17
GP,F,17,U,LE3,T,3,3,other,other,reputation,mother,1,2,no,yes,yes,yes,yes,yes,yes,5,3,3,2,3,1,0,0,no,no,32,56,14,9,13,9,14,8
GP,F,16,U,GT3,T,3,2,other,other,reputation,mother,1,2,no,yes,no,yes,yes,yes,no,1,2,2,1,2,1,0,0,no,yes,8,14,14,12,15,13,16,12
GP,M,17,U,GT3,T,3,3,services,services,other,mother,1,2,no,yes,yes,yes,yes,yes,yes,4,3,4,2,3,4,0,0,no,no,6,12,11,12,13,12,14,11
GP,M,16,U,GT3,T,1,2,services,services,other,mother,1,1,no,yes,yes,yes,yes,yes,yes,3,3,3,1,2,3,0,0,no,yes,0,2,10,11,9,12,11,11
GP,M,16,U,LE3,T,2,1,other,other,course,mother,1,2,no,no,yes,yes,yes,yes,yes,4,2,3,1,2,5,0,0,no,yes,0,0,13,15,14,15,16,15
GP,F,17,U,GT3,A,3,3,health,other,reputation,mother,1,2,no,yes,no,no,yes,yes,yes,3,3,3,1,3,3,0,0,no,no,10,6,12,8,13,7,14,9
GP,M,17,R,GT3,T,1,2,at_home,other,home,mother,1,2,no,no,no,yes,yes,no,no,3,1,3,1,5,3,0,0,no,no,6,4,9,8,9,9,10,10
GP,F,16,U,GT3,T,2,3,services,services,course,mother,1,2,no,no,no,yes,yes,yes,no,4,3,3,1,1,2,0,0,no,no,6,10,12,11,12,12,13,13
GP,F,17,U,GT3,T,1,1,at_home,services,course,mother,1,2,no,no,yes,yes,yes,yes,no,5,3,3,1,1,3,0,0,no,no,0,0,12,8,11,8,12,9
GP,M,17,U,GT3,T,1,2,at_home,services,other,other,2,2,no,no,yes,no,yes,yes,no,4,4,4,4,5,5,0,0,no,yes,16,12,10,7,11,8,12,8
GP,M,16,R,GT3,T,3,3,services,services,reputation,mother,1,1,no,yes,yes,yes,yes,yes,no,4,3,2,3,4,5,0,0,no,no,0,8,11,8,10,9,10,10
GP,M,16,U,GT3,T,2,3,other,other,home,father,2,1,no,no,no,yes,yes,yes,no,5,3,3,1,1,3,0,0,no,no,0,0,13,13,12,14,12,14
GP,F,17,U,LE3,T,2,4,services,services,course,father,1,2,no,no,yes,yes,yes,yes,yes,4,3,2,1,1,5,0,0,no,no,8,0,14,14,15,15,16,15
GP,M,17,U,GT3,T,4,4,services,teacher,home,mother,1,1,no,no,no,yes,yes,yes,no,5,2,3,1,2,5,0,0,no,no,4,4,13,17,13,15,14,16
GP,M,16,R,LE3,T,3,3,teacher,other,home,father,3,1,no,yes,yes,yes,yes,yes,no,3,3,4,3,5,3,0,0,no,yes,16,8,10,9,11,9,12,10
GP,F,17,U,GT3,T,4,4,services,teacher,home,mother,2,1,no,yes,no,yes,yes,yes,no,4,2,4,2,3,2,1,1,no,no,30,24,14,18,15,18,16,18
GP,F,16,U,LE3,T,4,4,teacher,teacher,reputation,mother,1,2,no,yes,no,yes,yes,yes,no,4,5,2,1,2,3,0,0,no,yes,0,0,11,9,10,9,11,10
GP,F,16,U,GT3,T,4,3,health,other,home,mother,1,2,no,yes,yes,yes,yes,yes,no,4,3,5,1,5,2,0,0,no,no,2,2,14,16,14,16,15,16
GP,F,16,U,GT3,T,2,3,other,other,reputation,mother,1,2,yes,yes,yes,yes,yes,no,no,4,4,3,1,3,4,0,0,no,yes,4,6,11,8,12,10,12,10
GP,F,17,U,GT3,T,1,1,other,other,course,mother,1,2,no,yes,no,no,yes,no,no,4,4,4,1,3,1,0,0,no,yes,0,4,14,9,15,9,15,10
GP,F,17,R,GT3,T,2,2,other,other,reputation,mother,1,1,no,yes,no,yes,yes,yes,no,5,3,2,1,2,3,0,0,no,no,21,18,13,7,13,6,13,6
GP,F,16,R,GT3,T,2,2,services,services,reputation,mother,2,4,no,yes,yes,no,yes,yes,no,5,3,5,1,1,5,0,0,no,yes,6,6,13,10,13,10,13,11
GP,F,17,U,GT3,T,3,4,at_home,services,home,mother,1,3,no,yes,no,yes,yes,yes,yes,4,4,3,3,4,5,1,1,yes,yes,14,28,8,10,9,9,8,9
GP,F,16,U,GT3,A,3,1,services,other,course,mother,1,2,no,yes,no,yes,yes,yes,no,2,3,3,2,2,4,0,3,no,yes,2,5,11,7,11,7,12,7
GP,F,16,U,GT3,T,4,3,teacher,other,other,mother,1,2,no,no,yes,yes,yes,yes,yes,1,3,2,1,1,1,0,0,no,yes,4,10,14,11,15,12,15,13
GP,F,16,U,GT3,T,1,1,at_home,other,home,mother,2,1,no,yes,no,yes,yes,no,no,4,3,2,1,4,5,0,0,no,yes,2,6,12,9,13,9,13,10
GP,F,17,R,GT3,T,4,3,teacher,other,reputation,mother,2,3,no,yes,yes,yes,yes,yes,yes,4,4,2,1,1,4,0,0,no,yes,0,6,11,7,12,7,12,7
GP,F,19,U,GT3,T,3,3,other,other,reputation,other,1,4,no,yes,yes,yes,yes,yes,no,4,3,3,1,2,3,0,0,no,yes,4,10,12,8,12,8,12,8
GP,M,17,U,LE3,T,4,4,services,other,home,mother,1,2,no,yes,no,yes,yes,yes,yes,5,3,5,4,5,3,0,0,no,yes,15,13,13,12,12,12,12,13
GP,F,16,U,GT3,A,2,2,other,other,reputation,mother,1,2,yes,yes,no,yes,yes,yes,no,3,3,4,1,1,4,0,0,no,yes,0,0,13,12,13,13,13,14
GP,M,18,U,GT3,T,2,2,services,other,home,mother,1,2,no,yes,yes,yes,yes,yes,no,4,4,4,2,4,5,0,1,no,yes,10,15,12,6,11,7,11,8
GP,F,17,R,LE3,T,4,4,services,other,other,mother,1,1,no,yes,no,yes,yes,no,no,5,2,1,1,2,3,0,0,no,yes,6,12,12,8,11,10,11,10
GP,F,17,U,LE3,T,3,2,other,other,reputation,mother,2,2,no,no,no,yes,yes,yes,no,4,4,4,1,3,1,0,0,no,yes,2,2,14,14,16,15,15,15
GP,F,17,U,GT3,T,4,3,other,other,reputation,mother,1,2,no,no,no,yes,yes,yes,yes,3,4,5,2,4,1,0,2,no,yes,16,22,11,6,9,6,10,4
GP,M,18,U,LE3,T,3,3,services,health,home,father,1,2,no,yes,no,yes,yes,yes,no,3,2,4,2,4,4,0,1,no,yes,10,13,10,6,10,6,10,8
GP,F,17,U,GT3,T,2,3,at_home,other,home,father,2,1,no,yes,no,yes,yes,no,no,3,3,3,1,4,3,0,0,no,yes,4,3,12,7,13,7,13,8
GP,F,17,U,GT3,T,2,2,at_home,at_home,course,mother,1,3,no,yes,yes,yes,yes,yes,no,4,3,3,1,1,4,0,0,no,yes,0,4,12,9,12,10,13,10
GP,F,17,R,GT3,T,2,1,at_home,services,reputation,mother,2,2,no,yes,yes,yes,yes,yes,no,4,2,5,1,2,5,0,0,no,no,0,2,11,6,10,6,11,6
GP,F,17,U,GT3,T,1,1,at_home,other,reputation,mother,1,3,no,yes,yes,yes,yes,no,yes,4,3,4,1,1,5,0,1,no,no,12,0,12,6,12,5,12,0
GP,F,16,U,GT3,T,2,3,services,teacher,other,mother,1,2,yes,no,no,yes,yes,yes,no,2,3,1,1,1,3,0,0,no,no,0,2,13,16,13,16,14,17
GP,M,18,U,GT3,T,2,2,other,other,home,mother,2,2,no,yes,no,yes,yes,yes,no,3,3,3,5,5,4,3,0,yes,yes,9,0,10,12,9,13,10,13
GP,F,16,U,GT3,T,4,4,teacher,services,home,mother,1,3,no,yes,yes,no,yes,yes,no,5,3,2,1,1,5,0,0,no,no,4,0,15,13,16,13,16,14
GP,F,18,R,GT3,T,3,1,other,other,reputation,mother,1,2,no,no,yes,yes,yes,yes,yes,5,3,3,1,1,4,0,1,no,no,4,16,8,9,8,8,8,7
GP,F,17,U,GT3,T,3,2,other,other,course,mother,1,2,no,no,yes,no,yes,yes,no,5,3,4,1,3,3,0,0,no,no,2,10,17,16,18,15,17,15
GP,M,17,U,LE3,T,2,3,services,services,reputation,father,1,2,no,yes,no,no,yes,yes,no,5,3,3,1,3,3,0,0,no,yes,0,2,10,12,11,11,11,12
GP,M,18,U,LE3,T,2,1,at_home,other,course,mother,4,2,yes,yes,yes,yes,yes,yes,yes,4,3,2,4,5,3,0,0,no,yes,2,14,9,10,10,8,11,9
GP,F,17,U,GT3,A,2,1,other,other,course,mother,2,3,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,0,0,no,no,0,10,15,12,15,10,16,12
GP,F,17,U,LE3,T,4,3,health,other,reputation,father,1,2,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,0,0,no,no,0,14,14,13,12,13,12,14
GP,M,17,R,GT3,T,2,2,other,other,course,father,2,2,no,yes,yes,yes,yes,yes,no,4,5,2,1,1,1,0,0,no,yes,0,4,12,11,13,11,13,11
GP,M,17,U,GT3,T,4,4,teacher,teacher,reputation,mother,1,2,yes,yes,yes,yes,yes,yes,yes,4,5,5,1,3,2,0,0,no,no,0,14,13,11,13,9,13,9
GP,M,16,U,GT3,T,4,4,health,other,reputation,father,1,2,no,yes,yes,yes,yes,yes,no,4,2,4,2,4,1,0,0,no,yes,0,2,13,14,13,13,14,13
GP,M,16,U,LE3,T,1,1,other,other,home,mother,2,2,no,yes,no,yes,yes,yes,no,3,4,2,1,1,5,0,0,no,yes,2,18,9,9,9,7,9,6
GP,M,16,U,GT3,T,3,2,at_home,other,reputation,mother,2,3,no,no,yes,yes,yes,yes,yes,5,3,3,1,3,2,0,0,no,no,0,10,12,11,12,9,12,10
GP,M,17,U,LE3,T,2,2,other,other,home,father,1,2,no,no,yes,no,yes,yes,yes,4,4,2,5,5,4,0,0,no,yes,0,4,16,14,16,13,16,13
GP,F,16,U,GT3,T,2,1,other,other,home,mother,1,1,no,no,no,yes,yes,yes,yes,4,5,2,1,1,5,0,0,no,no,4,20,9,13,10,12,10,12
GP,F,17,R,GT3,T,2,1,at_home,services,course,mother,3,2,no,no,yes,yes,yes,no,no,2,1,1,1,1,3,0,0,no,no,2,2,13,13,13,11,13,11
GP,M,18,U,GT3,T,2,2,other,services,reputation,father,1,2,no,no,no,yes,no,yes,no,5,5,4,3,5,2,0,1,no,no,16,0,8,7,7,7,8,0
GP,M,17,U,LE3,T,4,3,health,other,course,mother,2,2,no,no,yes,yes,yes,yes,yes,2,5,5,1,4,5,0,0,no,no,8,14,15,12,15,12,15,12
GP,M,17,R,LE3,A,4,4,teacher,other,course,mother,2,2,no,yes,no,yes,yes,yes,no,3,3,3,2,3,4,0,0,no,yes,0,2,12,10,12,11,12,12
GP,M,16,U,LE3,T,4,3,teacher,other,course,mother,1,1,no,no,yes,no,yes,yes,no,5,4,5,1,1,3,0,0,no,no,7,0,14,6,14,0,15,0
GP,M,16,U,GT3,T,4,4,services,services,course,mother,1,1,no,no,yes,yes,yes,yes,no,5,3,2,1,2,5,0,0,yes,no,4,0,14,13,15,12,15,12
GP,F,18,U,GT3,T,2,1,other,other,course,other,2,3,no,yes,no,no,yes,yes,yes,4,4,4,1,1,3,0,0,no,yes,10,0,12,7,10,0,11,0
GP,M,16,U,GT3,T,2,1,other,other,course,mother,3,1,no,no,no,yes,yes,yes,no,4,3,3,1,1,4,0,0,no,no,7,6,15,18,16,18,16,18
GP,M,17,U,GT3,T,2,3,other,other,course,father,2,1,no,no,no,yes,yes,yes,no,5,2,2,1,1,2,0,0,no,no,2,4,9,12,12,12,13,13
GP,M,22,U,GT3,T,3,1,services,services,other,mother,1,1,no,no,no,no,no,yes,yes,5,4,5,5,5,1,3,3,no,no,12,16,7,6,8,8,5,8
GP,M,18,R,LE3,T,3,3,other,services,course,mother,1,2,no,yes,no,yes,yes,yes,yes,4,3,3,1,3,5,0,1,no,no,8,8,10,3,9,5,10,5
GP,M,16,U,GT3,T,0,2,other,other,other,mother,1,1,no,no,no,no,yes,yes,no,4,3,2,2,4,5,0,0,no,yes,0,0,11,13,12,15,11,15
